Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,2.9893895959854127,4.8125,2.9588226905235877,12.5
2,2.7072872638702394,17.5625,2.62109950872568,23.076923076923077
3,2.0794090747833254,39.25,2.6296231196476865,20.432692307692307
4,1.7059919571876525,52.25,3.1319249409895678,33.41346153846154
5,1.4969162452220917,57.5,2.4817169996408315,26.201923076923077
6,1.1728849947452544,65.9375,3.3142104148864746,38.70192307692308
7,0.881289666891098,73.375,3.1082505996410665,41.58653846153846
8,0.7466354691982269,79.3125,3.091768925006573,37.01923076923077
9,1.3098475009202957,66.5,3.6825964267437277,43.50961538461539
10,0.6003530877828598,83.4375,3.8646880296560435,43.02884615384615
11,0.33983519166707993,91.375,3.960799840780405,43.99038461538461
12,0.2915486551821232,92.5,4.285825454271757,45.91346153846154
13,0.2914215651154518,92.0625,4.482685437569251,48.55769230769231
14,0.2616456523537636,92.75,4.479001943881695,46.63461538461539
15,0.25771222174167635,93.375,4.707435507040757,46.15384615384615
16,0.2438261777162552,93.1875,4.91891518005958,48.07692307692308
17,0.244174942150712,93.875,4.961660036673913,46.875
18,0.22991955414414406,93.625,4.9416515460381145,47.35576923076923
19,0.2309068313241005,94.3125,5.003296925471379,47.59615384615385
20,0.21904294185340403,94.1875,5.1508101133199835,46.63461538461539
21,0.2117689675092697,94.4375,5.114425090643076,45.91346153846154
22,0.21619293794035913,94.25,5.179323508189275,46.875
23,0.20981903344392777,94.6875,5.088933137746958,47.59615384615385
24,0.21154605358839035,94.375,4.997339835533729,48.55769230769231
25,0.2073682950437069,94.625,5.138676900130052,46.39423076923077
26,0.2125025975704193,94.4375,5.063214632181021,48.07692307692308
27,0.2064772902429104,94.8125,5.075902021848238,48.31730769230769
28,0.21400948584079743,94.4375,5.337363151403574,48.55769230769231
29,0.2049014039337635,94.75,5.166417525364802,49.27884615384615
30,0.206680564917624,94.4375,5.261444843732393,48.31730769230769
31,0.20900195360183715,94.3125,5.135485153931838,48.79807692307692
32,0.2047166445851326,94.8125,5.242642035851111,46.875
33,0.20585837110877037,94.5,5.169970090572651,48.31730769230769
34,0.2078106002509594,94.375,5.149898400673499,48.07692307692308
35,0.20162301816046238,94.875,5.108409588153545,47.35576923076923
36,0.2068708261847496,93.9375,5.12686826632573,48.55769230769231
37,0.20793983094394208,94.9375,5.197734154187716,47.59615384615385
38,0.2017635628953576,94.875,5.268729044840886,48.07692307692308
39,0.19995100364089013,94.625,5.263350505095262,47.35576923076923
40,0.20496358796954156,94.375,5.097532419057993,48.55769230769231
41,0.20145102880895138,94.75,5.142542582291823,47.59615384615385
42,0.20223416656255722,94.5,5.3104469776153564,47.11538461538461
43,0.2002273463457823,95.0,5.239642785145686,48.07692307692308
44,0.20824198976159095,94.5,5.255827867067778,48.31730769230769
45,0.20200435914099216,94.875,5.39810952773461,47.59615384615385
46,0.20285135112702846,94.75,5.1553356647491455,48.07692307692308
47,0.20427739664912223,95.0625,5.240434426527757,46.875
48,0.20252766102552414,94.5,5.1136251779703,48.07692307692308
49,0.20243325985968114,94.75,5.109872671274038,47.35576923076923
50,0.2057718566060066,94.75,5.302194265218882,47.11538461538461
